,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
371,"Asia Pacific CIB Operations – Change and Delivery Lead, Vice President","JPMORGAN CHASE BANK, N.A.","Permanent, Full Time",Senior Executive,Banking and Finance,"$7,500to$15,000",Monthly,"JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.5 trillion and operations worldwide. The firm is a leader in investment banking, financial services for consumers and small business, commercial banking, financial transaction processing, and asset management. A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands. Information about JPMorgan Chase & Co. is available at www.jpmorganchase.com. J.P. Morgan is a place for talented people from all backgrounds and perspectives because our clients come from all backgrounds and perspectives. We encourage a culture of inclusion, where everyone's opinion counts and all employees have the freedom to deliver their absolute best. This is why we work hard and invest in attracting and developing a diverse workforce. Learn more about our Business Resource Groups in how they help our employees build successful careers and reach their greatest potential. #GoDigitalOps is a program team focused on implementing digital tools across Corporate and Investment Banking (CIB) Operations to enhance process controls, reduce manual processes and streamline end to end processes. Tools to drive innovation include, but are not limited to – Robotic Process Automation (RPA), Data Management Tools, Data Analytics and Optical Character Recognition (OCR). The team is also responsible for driving APAC focused Operations change programs. This role is to drive multiple such change programs for our APAC Operations teams. The primary responsibilities will be: • Understand the Operations landscape including pain points and manual processes. • Change enabler - drive projects to accomplish Operations efficiencies, address pain points. • Independent project delivery – have an end-to-end view of critical path to achieve the milestones and deliver within cost/timelines. Other Responsibilities • Business Analysis – Understand business processes in detail where required and challenge actively status quo. Analytical thinking is critical to the role. • Collaborate with Ops Managers and Technology partners globally to identify potential opportunities for innovation. The candidate will be part of multiple global/regional forums and working groups to share ideas and drive changes. • Leverage Intelligent Automation tools such as RPA and Machine Learning. • Active stakeholder management and communications for a wide variety of audiences internally and externally (clients and vendors).  ","Qualifications • Degree from a top-tier program. • Proven track record of delivering projects and initiatives. Demonstrated fluency across operations and technology environments • Overall 8-10 years of working experience. Minimum 3 years of independent project delivery in Financial Services industry is required. • Aptitude / Track record of continuous learning. • Strong Interpersonal skills are required – the candidate would be expected to work with colleagues across geographies and must have a proven track record of partnering with multiple teams and locations. • Effective organizational and project management skills; able to manage multiple work streams and processes under tight deadlines. • Strong entrepreneurial spirit and ability to structure and scope complex problems; the candidate must be self-starting and independent in managing their own delivery. • Ability to assimilate broad-ranging information quickly and to distill it into key points. Communicate clearly and in a concise manner. • Excellent oral and written executive-level communication and presentation skills in English. Proficiency in regional Asian Languages is a plus. • Strong knowledge of MS SharePoint, Microsoft PowerPoint, Excel. Knowledge and exposure to Intelligent automation tools, Data Analytics and Machine Learning is a plus. • Ability to travel around Asia-Pacific We strongly encourage all applicants to apply via our careers website where you are able join our Talent Network to receive customized vacancy notifications and ensure that your details are accessible by our global recruiting team - www.jpmorganchase.com/careers. A quick link to this particular job posting can be found in this URL: http://jobs.jpmorganchase.com/ListJobs/ByKeyword/180115481/ Please note that only short-listed candidates will be notified. We thank you for your interest and wish you all the best in your career. Yours Sincerely, Human Resources JPMorgan",https://www.mycareersfuture.sg/job/asia-pacific-cib-operations-%E2%80%93-change-delivery-lead-vice-president-jpmorgan-chase-bank-na-04069dafddeaa1f3743a42032b7bd341,"East, Central",Government support available
372,Senior Software Engineer,FLYBOT PTE. LTD.,Full Time,Executive,Information Technology,"$4,000to$10,000",Monthly,"We are high-tech software development firm with mission of providing the most advanced technological services and vision of serving clients all over the globe. We advocate honesty, creativity, efficiency, and teamwork since its incorporation, with these corporate values in mind, we gain our reputation and significant growth in business as return.   We are researching/using cutting-edge technologies to design & implement solutions/systems to solve complex problems in a simple, scalable way, specialize in propagating Clojure(script) computing language, using Clojure(script) language to implement both backend/web/mobile system/apps, designing & implementing cloud based microservices, event driven architecture with stream processing, data visualization/analysis, machine learning techniques.   We are a team of highly enthusiastic, energetic and tech savvy engineers. The strength of our company lies in rich experience of its people, who come from diverse background.","  Computer Science is preferred or equivalent experience.       Proficiency in Clojure/Script.       Familiar with functional programming concepts is preferred.       Machine Learning, and/or Artificial Intelligence experience is a plus.        API design skills        Excellent debugging and critical thinking       Drive and eagerness to learn Clojure/Script, as Clojure is the main functional language we use at work.   ",https://www.mycareersfuture.sg/job/senior-software-engineer-flybot-987b97c6e0f4b0a83792eb11b920625b,South,Government support available
373,PL SQL Developer,SYNECHRON TECHNOLOGIES SINGAPORE PTE. LTD.,Permanent,"Senior Management, Middle Management, Manager","Banking and Finance, Information Technology","$60,000to$120,000",Annually,"Synechron Technologies draws on over 17 years of financial services IT consulting experience to provide expert systems integration expertise and technical development work in highly-complex areas within financial services this making it one of the fastest-growing digital, business consulting & technology firms around the world.   Headquartered in New York and with 18 offices around the world, Synechron has limitless opportunities for our ambitious and innovative employees to contribute to our growth story.   We are embracing the most cutting-edge innovations in areas like Blockchain, Artificial intelligence ,Machine learning and Cloud Computing as well as delivering end-to-end Consulting, Technology, and front-to-back application design capability that allows us to see a project through from start-to-finish as a trusted advisor and partner to our clients, this allowing our people to work on the most industry-leading initiatives that will shape the future of the financial services industry.   This has helped us to grow to $500+ million in annual revenue and 8,000 employees, and we’ve set an ambitious target to be a $1B company by 2020.  ","Synechron is looking for a PLSQL Developer to work with various Tier 1 banks, on their retail and investment, internal and external applications.    Technical competency Oracle db , PL/SQL , Unix , shell scripting Overall experience of 6+ yrs. Development experience is a must. Minimum Hands on duration for all the above skills (4 + years ) for Oracle / PLSQL Oracle PL/SQL programming , DB utilities usage & package creation Proficient in UNIX and shell scripting is a must Performance tuning of Oracle PL/SQL packages & procedures Ability to develop technical design from functional specifications Ability to do impact analysis for given functional / technical design Ability to create High level and low level design / estimation Capability for Coding/Unit and Integration /system testing Ability to do code reviews and create test plan Good communication skills is a must & client interaction experience is a plus. Banking domain knowledge would be preferred ",https://www.mycareersfuture.sg/job/pl-sql-developer-synechron-technologies-singapore-9709ca48737abb7d579309ea862e20a7,Central,Government support available
374,Applied Research Scientist - Client Solutions,ELEMENT AI INC. PTE. LTD.,Permanent,Executive,Information Technology,"$8,000to$12,000",Monthly,"Element AI is one of the world’s largest applied artificial intelligence companies and one of Canada’s fastest growing startups. We constantly push the frontier of knowledge, tackling the world's biggest and most interesting challenges in artificial intelligence, machine learning and operations research.","As an Applied Research Scientist on the Client Solutions team, you will: Provide in-depth scientific AI expertise during the early phases of opportunity with a client. Your presence in client interactions will provide the technical knowledge necessary to deploys state of the art AI solutions. You will answer tough and interesting questions and help educate potential clients on the possibilities that AI offers for their needs. After helping your team identify the client needs and use case scoping, you will do the necessary technical analysis, including some coding, building of early ML models, and data audit to make sure the proposals are technically sound and aligned with the company goals. The proposals you participate in preparing will define initiatives that different teams in Element AI can be involved in. Therefore, your participation in proposals will be critical in guiding the projects. You will stay in touch with the internal ML teams to make sure you know what our capabilities and roadmaps are. Also, to be successful in your role, you will be expected to stay up to date on the advances happening in a broad section of the AI field. Ability to travel for client engagements is a plus. This will be discussed with you and balanced according to your possibilities. Your day-to-day work can be very varied: Your day could begin by reading up on the necessary material and techniques to do a great job discussing a client opportunity. After meeting the client, you debrief with our colleagues and agree on the next step, based on the clients alignment with Element AI goals and offerings. Then, you might spend some time reading up on current company projects, work on your own personal learnings and answer various technical questions from your colleagues. Or You might spend the day digging deeply into a data sample provided by a client, doing the necessary data audit and knowledge discovery to make sure our proposed solution is feasible and well scoped. Then you would help writing the proposal and ensure it's technical soundness and feasibility. Or You might travel for 3 days to a client location and act as a technical expert to an on-site workshop where you will assist the client in understanding how various AI methods can be applied to help transform their business and solve their current problems. What do you need to be happy and successful in that role You like communicating with people of different profiles: customers, business-driven colleagues, developers, scientists. Multitasking is something that comes easily to you and you are able to focus on in-depth tasks when needed. You have broad AI expertise and are well-versed in the concepts of multiple domains of the field with significant depth in at least one of them. You are naturally curious and like to stay up to date with trends of multiple field of AI, reading and discussing with colleagues. You have experience in application of AI to business and enjoy actively figuring out how AI can be applied to practical industrial problems in a way that will benefit clients. You understand the reality of implementing AI products. Notably, you understand that running a model on the varied and often noisy data that arise in a commercial context differs significantly from running it on a clean academic dataset You have scientific programming experience and enjoy getting your hands dirty in various coding tasks. You have a background in a scientific or technical field and are driven by applied work. What we offer for your valuable work   Highly dynamic, innovative, passionate, intrapreneurial team   Open and inclusive company culture   Worldwide competitive salary   Participation in the company success through the Employee Stock Option Plan   Participation in company employee benefits program   Flexible hours (outside of core hours)   Autonomous, self-managed Agile teams   If you’re excited at the idea of joining a fast-growing and agile startup we want to hear from you! We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.mycareersfuture.sg/job/applied-research-scientist-client-solutions-element-ai-25fe0a13a13551d213e24311addaaf58,Central,Government support available
375,APAC Regional Marketing Manager,ELEMENT AI INC. PTE. LTD.,"Permanent, Full Time",Manager,Marketing / Public Relations ,"$12,500to$17,500",Monthly,"APAC Regional Marketing Manager - Singapore Element AI is one of the world’s largest applied artificial intelligence companies and one of Canada’s fastest growing startups. We constantly push the frontier of knowledge, tackling the world's biggest and most interesting challenges in artificial intelligence, machine learning and operations research. Based in Singapore, the APAC Regional Marketing Manager reports to the VP Marketing with a dotted line to the Singapore Sales Director. This role is responsible for planning, organizing and executing marketing activities and programs that increase brand awareness, generate new sales prospects and increase employer notoriety in the Asia-Pacific region. The APAC Regional ABM Marketing Manager leads and builds marketing plans for their target geography in multiple verticals.","What you'll do: Brand  Manage and coordinate marketing (PR, advertising, events staff and activities); Conduct and leverage market intelligence & research to determine market requirements for existing and future products/brands and market positioning for our corporate brand by monitoring the rapidly evolving best practices in the commercial AI industry; Analysis of customer research, current market conditions and competitor information Develop and implement marketing plans and projects for new and existing products Expand and develop marketing platforms in particular our social & online media; Propose and manage marketing resources including budgets, projects for your product/brand portfolio; Liaise and manage external agencies including media, promotions and advertising; Collaborate with various internal teams including sales, research & development, and design.  Sales Enablement  Develop and execute a comprehensive demand generation strategy that drives pipeline growth, account acquisition and penetration for multiple target industries to meet Element AI’s current and future sales goals in Asia-Pacific inline with our corporate ABM strategy:     Lead scoring & nurturing, marketing automation, and trigger-based actions (emails, calls, gated content), webcasts; Multi-touch: Provide sales enablement on an account and industry basis using various channels including digital (SEO/SEM, paid advertising), PR, events, social media and web/microsites; Leverage our marketing stack (e.g., Marketo, SFDC, HubSpot, Eventbrite, etc.); Leverage analytics to report on all marketing activities (KPIs and ROI goals), especially lead flow, to ensure sales channels are executing in a timely manner.   Collaborate with internal stakeholders (product & sales) to adapt content marketing to align with the APAC buyer’s journey to drive multi-channel brand engagement:     Create annual and quarterly marketing plans designed to execute 1:1, 1: few, and broad-based initiatives to meet pipeline requirements for targeted industries, accounts and key individuals; Adapt and translate targeted content in service of industry or account specific pain points and how our products solve them in multiple formats including webinars, white papers, custom landing pages and other gated content; Develop A/B testing of content per industry and design to maximize traffic conversion; Collaborate with sales to adapt the MQL criteria to trigger accurate and timely hand-off to start SQL; measure conversion to closed sales; Communicate and educate the local sales team regarding new and planned ABM activities including global, regional and local programs; Support creation of collateral, presentations, and marketing materials for sales and inbound activities on an ongoing basis - provide tools and training for APAC region.    We want you to join because you:  Have a Bachelor's degree in Marketing, Business, Engineering or comparable education/experience; Have 8+ years of experience within B2B SaaS Marketing or ABM/Demand Generation or a field marketing role; Have 5+ years of sales, marketing or product experience within a global organization within a field office in Asia-Pacific; Possess a deep understanding of APAC cultural business practices within account-based marketing, demand generation, inbound, and content marketing strategy; Speak the following languages: Fluent English written & spoken required; functional Mandarin, Malay, or Cantonese are an asset; Have a history of successfully orchestrating content, SEO/SEM, direct and brand marketing resources in service of ABM; Have a proven track record of building repeatable and saleable new customer acquisition programs that meet or exceed volume and CPA $ targets; Have demonstrated mastery of the data, analytics and funnel metrics/KPIs associated with a SaaS software model or product sales model.  Also you:  Possess a good understanding of AI and its abilities to solve problems in the above industrial areas; a willingness to learn and create new AI solutions with our products for clients; Take ownership, focus on solving problems, and demonstrate a high level of accountability; Thrive in a highly entrepreneurial, fast-changing, global, multicultural, and collaborative environment where people are driven, enthusiastic, and not afraid to take risks; Possess superb presentation and communication skills, enjoys information sharing and collaborating with stakeholders across the business; Highly analytical, data-driven, leverages current-state reporting to optimize ABM marketing programs to drive growth and meet overall company goals and metrics; Participate actively in a high-performing team of professionals, fostering a spirit of teamwork that supports diversity, cohesiveness, and support; Able to work well under pressure while maintaining a positive and professional demeanor; Great motivator that can push their colleagues while coaching them to be better at their role.  What we offer for your valuable work:  Highly dynamic, innovative, passionate, intrapreneurial team; Open and inclusive company culture; Participation in company employee benefits program; Flexible hours (outside of core hours).  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.mycareersfuture.sg/job/apac-regional-marketing-manager-element-ai-0255c0c853b659b2db32cfad15778b9a,Central,Government support available
376,"Solutions Strategist, Industry Solutions",ELEMENT AI INC. PTE. LTD.,Permanent,Executive,Information Technology,"$7,000to$14,000",Monthly,"Solutions Strategist, Industry Solutions - Singapore Artificial Intelligence is poised to transform every sector of the economy. To win, organizations need to understand what AI means for their business and access the expertise needed to implement powerful AI solutions faster than their competitors. As one of the world’s leading applied AI companies, Element AI provides large enterprises with the strategic advice, tailored solutions, and deployment expertise required to capture the transformative potential of AI. As a rapidly growing company with teams in Montreal, Toronto, Singapore, London, and Seoul, we are excited to meet inquisitive top-performers with a demonstrated track-record of leadership and extraordinary achievement.   Industry Solutions at Element AI The Industry Solutions team at Element AI works with clients to discover and define the highest impact applications for AI for their business. We act as trusted advisors throughout clients’ journey: from defining an executive vision for AI, to building a long-term roadmap that identifies priority AI use cases and enablers, to articulating specific concepts for valuable, desirable, and feasible AI Solutions that Element AI’s technical teams deliver.   As a member of Industry Solutions you will have the opportunity to work with and learn from industry experts, world-class AI researchers, and experienced machine learning engineers and designers. We are a multidisciplinary group with alumni from technology firms, and top tier management, design, and innovation consultancies.","Roles and Responsibilities As a Strategist, you will be part of multi-disciplinary teams tasked with helping clients to define their AI vision and roadmap, and to implement AI Solutions. Your role focuses especially on helping clients understand the strategic fit and potential impact AI could have in their business. We expect candidates to have a rare combination of business and technical savvy, and a passion for AI. On a daily basis, you will:  Identify and analyze industry-level themes and business-level use cases for applying AI; Work with clients to understand their business processes, customer journeys, and value drivers; Assess the business impact and strategic fit of potential AI Solutions; Work with clients and technical teammates to identify organizational enablers (people, process, technology and data required for AI transformations; Support client development and proposal development efforts.  You want to join us because you are passionate about:  Understanding and staying ahead of the business implications of a fast-moving technology; Working closely with clients in a fast-paced environment with significant ambiguity; Helping facilitate workshops and meetings to engage, educate and empower clients to act; Synthesizing and articulating compelling “so-what” insights from user research and applied AI science; Contributing to the continued evolution of Element AI’s methodology and knowledge leadership; Working with our business and institutional partners to support the local AI ecosystem.  We want you to join us because you have:  Undergraduate degree in management, business, economics, or a related domain; At least 3-5 years of work experience excelling in a top-tier management consultancy, innovation consultancy and/or financial services industry experience; Experience with the entrepreneurial dynamics of a start-up – either in a work setting and/or through extracurricular activities; Excellent organizational skills with efficient time management and the ability to prioritize work effectively; Exceptional communication and presentation skills, with the ability to translate complex technical topics; Demonstrated interest in technology and AI.  We want you to join us because you are:  A self-starter with an ability to excel in a dynamic, ever-changing environment; An agile thinker who quickly understands new domains and identifies opportunities to apply and extend their knowledge; Comfortable navigating and creating clarity in ambiguous environments;; Able to engage and communicate effectively with managers and the front-line; Able to collaborate effectively with multidisciplinary teams that include researchers, engineers, and designers  What we offer for your valuable work:  Highly dynamic, innovative, passionate, entrepreneurial team; Open and inclusive company culture; Worldwide competitive salary; Participation in the company success through the Employee Stock Option Plan; Flexible hours (outside of core hours); Autonomous, self-managed Agile teams.  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Top of Form",https://www.mycareersfuture.sg/job/solutions-strategist-industry-solutions-element-ai-d4bae7ae305e3725b4ae8fe1cc7e5723,Central,Government support available
377,"Lead Solutions Strategist, Industry Solutions",ELEMENT AI INC. PTE. LTD.,Permanent,Middle Management,Information Technology,"$14,000to$18,000",Monthly,"Lead Solution Strategist, Industry Solutions - Singapore Artificial Intelligence - software that can learn from data how to solve business problems - is poised to transform every sector of the economy. To win, organizations need to understand what AI means for their business and access the expertise needed to implement powerful AI solutions faster than their competitors. As one of the world’s leading applied AI companies, Element AI provides large enterprises with the strategic advice, tailored solutions, and deployment expertise required to capture the transformative potential of AI. Industry Solutions at Element AI The Industry Solutions team at Element AI works with clients to discover and define the highest impact applications for AI for their business. We act as trusted advisors throughout clients’ journey: from defining an executive vision for AI, to building a long-term roadmap that identifies priority AI use cases and enablers, to articulating specific concepts for valuable, desirable, and feasible AI applications that Element AI’s technical teams deliver. As a Lead Solutions Strategist you will have the opportunity to learn from and lead deep industry experts, world-class AI researchers, and experienced machine learning engineers and designers. We are a multidisciplinary group with alumni from top tier management, design, and innovation consultancies. Our group is part of an open and entrepreneurial organization where you will be expected to help define the principles, priorities, and trajectory of the most important technology in a generation. As a rapidly growing company with teams in Montreal, Toronto, Seoul, and Singapore, we are excited to meet top-performers with a demonstrated track-record of leadership and extraordinary achievement.  We expect candidates to have a rare combination of business and technical savvy, process management skills so deep they have become instincts, and a passion for AI. Roles and Responsibilities As a Lead Solutions Strategist, you will drive the end-to-end process for multi-disciplinary teams tasked with helping clients define their AI vision, roadmap, and concepts. You will be responsible for ensuring teams deliver distinctively insightful and actionable recommendations to clients, and for creating continuity across the phases of an AI transformation.  You will be a critical interface and a conduit for ideas between Industry Solutions and other groups within Element AI. On a daily basis, you will:  Lead execution of projects while guiding and developing team members; Take ownership of client deliverables to ensure they meet Element’s high standards; Synthesize across workstreams to identify and articulate the “story” of clients’ AI transformations; Build relationships with senior clients and ensure their priorities are reflected in Element’s work; Collaborate with Element’s Project Managers to manage clients during technical phases; Oversee client development and proposal development efforts; Drive thought leadership projects and other internal initiatives.   ","You want to join us because you are passionate about:  Driving enterprise-scale transformations; Being a trusted advisor to senior clients; Developing and empowering the people on your teams; Leading executive workshops and meetings; Overseeing the creation of end products that drive action; Driving the evolution of Element AI’s methodology and knowledge leadership; Building partnerships and initiatives that improve the AI ecosystem.  We want you to join us because you have:  Undergraduate degree or Master’s (preferred) in management, business, economics, or a related domain; At least 4-7 years of work experience excelling in a top-tier management consultancy, innovation consultancy or industry experience; Previous experience in financial services (especially the insurance space), retail or manufacturing is considered an asset; At least 2 years experience leading teams; Experience with the entrepreneurial dynamics of a start-up – either in a work setting and/or through extracurricular activities; Excellent organizational skills with efficient time management and the ability to prioritize work effectively; Exceptional communication and presentation skills, with the ability to translate complex technical topics; Demonstrated interest in technology and the role of AI.  We want you to join us because you are:  Able to seamlessly manage 3-5 person teams that mix business, technical, and creative members; A passionate coach who develops extraordinary junior teammates; An agile thinker who quickly understands new domains and identifies opportunities to apply and extend their knowledge; Comfortable navigating and creating clarity in ambiguous environments; Able to engage and communicate effectively with executives and the front-line; Able to collaborate effectively with multidisciplinary teams that include researchers, engineers, and designers.  What we offer for your valuable work:  Highly dynamic, innovative, passionate, entrepreneurial team; Open and inclusive company culture; Worldwide competitive salary; Multiple development paths; Participation in the company success through the Employee Stock Option Plan; Flexible hours (outside of core hours); Autonomous, self-managed Agile teams.  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://www.mycareersfuture.sg/job/lead-solutions-strategist-industry-solutions-element-ai-cf50608e0f94da125e3d1b2bb55deb07,Central,Government support available
378,"Senior Deputy Director  /  Deputy Director, Strategy, Policy & Planning",Health Promotion Board,Full Time,Middle Management,"Environment / Health  , Public / Civil Service",Salary undisclosed,,"The Tech-Enabled National Healthy Population (TeNHP) Division drives the design and implementation of the National Healthy Population project. This is an endorsed Smart Nation initiative (first in a citizen-fronting deployable application space) and will involve the creation of a nation-wide platform to collect, through smart devices such as wearables, real-time and personalized biometric and wellness data.  Such data, matched to clinical records, can create personalized applications, delivered through smart devices, that will help nudge our citizens to healthier behaviours; predict or even pre-empt medical situations like stroke, falls and heart attacks; and improve chronic disease management and coordination of care across health, social and consumer entities. The platform is an open public-private one with government playing the role of a neutral and trusted data-broker to multi-lateralise data-sharing for health innovation and service delivery. This project has the ambition to create a step-improvement in health promotion and chronic disease management, pioneering capabilities with tech giants to front global-first co-innovation. It will also allow for the real time tracking of the Singapore population's health behaviours, and potentially give Government a much more accurate read of how the population responds to policy changes and allow for personalised services delivered at national scale.  By providing a research platform for new medical interventions, it has the potential to accelerate the adoption of a whole range of clinical interventions.  The project will involve a range private sector players coming in to use Singapore as a test bed to trial new products and services in precision health and medicine.  Key technologies that are likely to be trialled in this project are health related wearable and sensor technology, big data analytics, machine learning, behavioural science, genomics and precision medicine. Summary Objective of Role   Assists the Coordinating Director to lead Strategy, Policy and Planning for National Healthy Population (NHP).  Supervisory responsibilities in a cross-disciplinary, multi-modal team. This includes direct staff supervision and training to build capabilities and continuity within project team, as well as management of outsourced vendors or joint collaboration/inter-agency working teams.  Responsibilities   Strategy. Strategise, plan and formulate the overall project vision, resourcing and implementation strategy (including workstreams, team structures, timelines and budgets), associated technology and data policy roadmap, and communications strategy for NHP;   Whole-of-Government coordination. Reach out, assess, prioritise and implement key partnerships with public healthcare and related social/human services sector players to participate on our platform. This includes rallying and coordinating action from MOH and WOG implementation agencies and stakeholders (e.g. other HPB programme and outreach teams, SportSG, IHIS, Regional Hospital Systems, social agencies, Govtech, SNPO, A*STAR, universities and research institutes), cutting through red tape to move quickly on and integrate Whole-of-Government efforts on all public health technology and related public service delivery efforts;   Strategic communications. Responsible for creating, managing and executing the overall strategic communications plan for the project, in alignment with MOH’s overall digital health and SNDG’s overarching Smart Nation communications plan.   Data governance. Responsible for conceptualising and operationalising the data governance framework to support the project, pulling together public and private sector personal data in a convenient, safe and secure manner to deliver personalised services while adhering to global-best industry and regulatory practices for data privacy.   Outcome management. Responsible to manage, assess and report on overall project progress, inter-dependencies of workstreams and key project risks as part of project management team. Anchor the scheduling of and secretariat support for key progress coordination and update meetings with senior management within HPB, IHIS, MOH and SNDG;     *Considering the innovation and agile nature of the project scope, this list of roles and responsibilities is not exhaustive and subject to change based on project and team needs.   Requirements   At least 15 years of working experience in public health/health promotion, epidemiology or related fields.   Public policy experience preferred.   Data governance experience preferred.   A relevant qualification in Social Sciences, Public Health, Business Administration or related disciplines.   Critical thinker that exhibits intellectual curiosity about health technology and innovation.   Exceptional interpersonal and communication skills with the ability to effectively & efficiently drive performance across internal and external matrix organizations.   Highly motivated with a demonstrated ability to prioritize and work effectively in a fast-paced, dynamic environment to drive execution independently.   Demonstrated ability to manage ambiguity and perform under pressure.   Human-centred design thinking and agile development experience preferred   Behavioural science analytics and insights experience preferred    ",,https://www.mycareersfuture.sg/job/senior-deputy-director-deputy-director-strategy-policy-planning-health-promotion-board-da6ff054ba8acee46b7ce3e5adb96e44,,
379,AI Engineer,YOUZU (SINGAPORE) PTE. LTD.,Full Time,"Professional, Executive, Senior Executive",Information Technology,"$5,000to$7,000",Monthly,"Yoozoo Interactive is setting up a Center for Artificial Intelligence (AI) and Machine Learning (ML) in Singapore to develop cutting edge digital technologies in interactive multimedia. The Center is looking for passionate AI and ML Engineers who are keen to be part of the team spearheading the development and implementation of digital technologies in this new exciting era for areas such as gaming, healthcare, and marketing.   Specific duties of this role will include: 1.    Review and evaluate the relevance of state-of-the-arts in AI/ML against business requirements. 2.    Support business driven data analytics activities. 3.    Demonstrate expert level ability in the translation of AI/ML methodologies to solve real world issues. 4.    Demonstrate competency in developing robust, scalable, and efficient solutions using the latest advancements in AI/ML techniques. 5.    Develop novel and competitive solutions using AI/ML to fulfill ambitious research agenda. 6.    Develop rapid MVP leveraging on open source libraries and commercial off the shelf tools and platforms. 7.    Active participation in AI/ML Community of Practices.","Qualifications and Competencies: 1.    MSc/MEng with a minimum of 2-3 years work experience in developing challenging AI/ML solutions. 2.    Solid understanding and appreciation of AI/ML concepts and technologies. 3.    Practical working experience handling and analyzing large scale time-series, text, and images. 4.    Excellent coding, documentation, version control, and testing skills in multiple scientific programming platforms (R, Python, etc). 5.    Motivated and enthusiastic to take on new challenging technical problems. 6.    Willingness to learn new technical skills to develop technical competency.",https://www.mycareersfuture.sg/job/ai-engineer-youzu-13d49bb95a504868c07dfb355c663dcd,Islandwide,
380,DATA ANALYST,COMTEL SOLUTIONS PTE LTD,Permanent,Executive,Information Technology,"$7,000to$10,499",Monthly," Define hypotheses and identify the analysis trail for given business problems. Help create new solution approaches for innovative analytics scenarios. Develop proofs of concept and validate results. Implement small and large-scale projects in Advanced Analytics to help derive business insights for measurable success. Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. Experience building and optimizing 'big data' pipelines, data architectures and data sets. Knowledge of machine learning techniques and algorithms, such as K-NN, Naive Bayes, SVM, Decision Forests, etc. Expertise in design & development of API's, Web Services (REST, SOAP, etc ..) is needed   "," 8 – 10 years of development and delivery experience Experience with big data tools: Hadoop, Spark. Experience with object-oriented function scripting languages: Python, C++ Experience with statistical computer languages (Python, SQL, R) to manipulate data and draw insights from large data sets. Experience with common data science toolkits, such as NumPy, Pandas. R, etc.   ",https://www.mycareersfuture.sg/job/data-analyst-comtel-solutions-c343191e1fb552647ea81ff5f915450d,East,Government support available
